grid_idx,grid_idx,grid_idx,count,in_time_response_rate,fire_frequency
66,66,66,0,0.0,0.0
67,67,67,0,0.0,0.0
68,68,68,0,0.0,0.0
69,69,69,0,0.0,0.0
70,70,70,0,0.0,0.0
71,71,71,0,0.0,0.0
72,72,72,0,0.0,0.0
73,73,73,0,0.0,0.0
74,74,74,0,0.0,0.0
75,75,75,0,0.0,0.0
76,76,76,0,0.0,0.0
77,77,77,0,0.0,0.0
78,78,78,0,0.0,0.0
79,79,79,0,0.0,0.0
80,80,80,0,0.0,0.0
81,81,81,0,0.0,0.0
82,82,82,0,0.0,0.0
83,83,83,0,0.0,0.0
84,84,84,0,0.0,0.0
85,85,85,0,0.0,0.0
86,86,86,0,0.0,0.0
87,87,87,0,0.0,0.0
88,88,88,0,0.0,0.0
89,89,89,0,0.0,0.0
90,90,90,0,0.0,0.0
91,91,91,0,0.0,0.0
92,92,92,0,0.0,0.0
93,93,93,0,0.0,0.0
94,94,94,0,0.0,0.0
95,95,95,0,0.0,0.0
96,96,96,0,0.0,0.0
97,97,97,0,0.0,0.0
98,98,98,0,0.0,0.0
99,99,99,0,0.0,0.0
100,100,100,0,0.0,0.0
101,101,101,0,0.0,0.0
102,102,102,0,0.0,0.0
103,103,103,0,0.0,0.0
104,104,104,0,0.0,0.0
105,105,105,0,0.0,0.0
106,106,106,0,0.0,0.0
107,107,107,0,0.0,0.0
108,108,108,0,0.0,0.0
109,109,109,0,0.0,0.0
110,110,110,0,0.0,0.0
111,111,111,0,0.0,0.0
112,112,112,0,0.0,0.0
113,113,113,0,0.0,0.0
114,114,114,0,0.0,0.0
115,115,115,0,0.0,0.0
116,116,116,0,0.0,0.0
117,117,117,0,0.0,0.0
118,118,118,0,0.0,0.0
119,119,119,0,0.0,0.0
120,120,120,0,0.0,0.0
121,121,121,0,0.0,0.0
122,122,122,7,0.0,2.3915516728903952e-05
123,123,123,15,0.0,5.1247535847651325e-05
124,124,124,8,0.0,2.7332019118747372e-05
125,125,125,1,0.0,3.4165023898434215e-06
126,126,126,0,0.0,0.0
127,127,127,0,0.0,0.0
128,128,128,3,0.3333333333333333,1.0249507169530265e-05
129,129,129,1,1.0,3.4165023898434215e-06
130,130,130,0,0.0,0.0
131,131,131,0,0.0,0.0
132,132,132,0,0.0,0.0
133,133,133,0,0.0,0.0
134,134,134,0,0.0,0.0
135,135,135,0,0.0,0.0
136,136,136,0,0.0,0.0
137,137,137,0,0.0,0.0
138,138,138,0,0.0,0.0
139,139,139,0,0.0,0.0
140,140,140,0,0.0,0.0
141,141,141,0,0.0,0.0
142,142,142,0,0.0,0.0
143,143,143,0,0.0,0.0
144,144,144,0,0.0,0.0
145,145,145,0,0.0,0.0
146,146,146,0,0.0,0.0
147,147,147,0,0.0,0.0
148,148,148,0,0.0,0.0
149,149,149,0,0.0,0.0
150,150,150,0,0.0,0.0
151,151,151,0,0.0,0.0
152,152,152,0,0.0,0.0
153,153,153,0,0.0,0.0
154,154,154,0,0.0,0.0
155,155,155,0,0.0,0.0
156,156,156,0,0.0,0.0
157,157,157,0,0.0,0.0
158,158,158,0,0.0,0.0
159,159,159,0,0.0,0.0
160,160,160,0,0.0,0.0
161,161,161,0,0.0,0.0
162,162,162,0,0.0,0.0
163,163,163,0,0.0,0.0
164,164,164,0,0.0,0.0
165,165,165,0,0.0,0.0
166,166,166,0,0.0,0.0
167,167,167,0,0.0,0.0
168,168,168,0,0.0,0.0
169,169,169,0,0.0,0.0
170,170,170,0,0.0,0.0
171,171,171,0,0.0,0.0
172,172,172,0,0.0,0.0
173,173,173,0,0.0,0.0
174,174,174,1,0.0,3.4165023898434215e-06
175,175,175,5,0.0,1.708251194921711e-05
176,176,176,5,0.2,1.708251194921711e-05
177,177,177,19,0.0,6.491354540702501e-05
178,178,178,5,0.0,1.708251194921711e-05
179,179,179,0,0.0,0.0
180,180,180,0,0.0,0.0
181,181,181,0,0.0,0.0
182,182,182,0,0.0,0.0
183,183,183,0,0.0,0.0
184,184,184,0,0.0,0.0
185,185,185,0,0.0,0.0
186,186,186,0,0.0,0.0
187,187,187,0,0.0,0.0
188,188,188,0,0.0,0.0
189,189,189,0,0.0,0.0
190,190,190,0,0.0,0.0
191,191,191,0,0.0,0.0
192,192,192,2,0.0,6.833004779686843e-06
193,193,193,40,0.0,0.00013666009559373687
194,194,194,28,0.0,9.566206691561581e-05
195,195,195,10,0.0,3.416502389843422e-05
196,196,196,13,0.15384615384615385,4.4414531067964485e-05
197,197,197,14,0.2857142857142857,4.7831033457807905e-05
198,198,198,11,0.6363636363636364,3.758152628827764e-05
199,199,199,11,0.36363636363636365,3.758152628827764e-05
200,200,200,6,0.16666666666666666,2.049901433906053e-05
201,201,201,0,0.0,0.0
202,202,202,0,0.0,0.0
203,203,203,0,0.0,0.0
204,204,204,0,0.0,0.0
205,205,205,0,0.0,0.0
206,206,206,0,0.0,0.0
207,207,207,0,0.0,0.0
208,208,208,0,0.0,0.0
209,209,209,0,0.0,0.0
210,210,210,0,0.0,0.0
211,211,211,0,0.0,0.0
212,212,212,0,0.0,0.0
213,213,213,0,0.0,0.0
214,214,214,0,0.0,0.0
215,215,215,0,0.0,0.0
216,216,216,0,0.0,0.0
217,217,217,0,0.0,0.0
218,218,218,0,0.0,0.0
219,219,219,0,0.0,0.0
220,220,220,0,0.0,0.0
221,221,221,0,0.0,0.0
222,222,222,0,0.0,0.0
223,223,223,0,0.0,0.0
224,224,224,0,0.0,0.0
225,225,225,0,0.0,0.0
226,226,226,0,0.0,0.0
227,227,227,0,0.0,0.0
228,228,228,0,0.0,0.0
229,229,229,0,0.0,0.0
230,230,230,0,0.0,0.0
231,231,231,0,0.0,0.0
232,232,232,0,0.0,0.0
233,233,233,0,0.0,0.0
234,234,234,0,0.0,0.0
235,235,235,0,0.0,0.0
236,236,236,0,0.0,0.0
237,237,237,3,0.3333333333333333,1.0249507169530265e-05
238,238,238,0,0.0,0.0
239,239,239,0,0.0,0.0
240,240,240,0,0.0,0.0
241,241,241,0,0.0,0.0
242,242,242,6,0.0,2.049901433906053e-05
243,243,243,3,0.0,1.0249507169530265e-05
244,244,244,8,0.125,2.7332019118747372e-05
245,245,245,7,0.0,2.3915516728903952e-05
246,246,246,22,0.09090909090909091,7.516305257655528e-05
247,247,247,21,0.0,7.174655018671185e-05
248,248,248,138,0.028985507246376812,0.0004714773297983922
249,249,249,35,0.0,0.00011957758364451976
250,250,250,0,0.0,0.0
251,251,251,0,0.0,0.0
252,252,252,0,0.0,0.0
253,253,253,0,0.0,0.0
254,254,254,0,0.0,0.0
255,255,255,0,0.0,0.0
256,256,256,0,0.0,0.0
257,257,257,0,0.0,0.0
258,258,258,0,0.0,0.0
259,259,259,0,0.0,0.0
260,260,260,1,0.0,3.4165023898434215e-06
261,261,261,8,0.0,2.7332019118747372e-05
262,262,262,5,0.0,1.708251194921711e-05
263,263,263,13,0.0,4.4414531067964485e-05
264,264,264,49,0.0,0.00016740861710232767
265,265,265,54,0.09259259259259259,0.00018449112905154477
266,266,266,27,0.14814814814814814,9.224556452577238e-05
267,267,267,41,0.34146341463414637,0.0001400765979835803
268,268,268,45,0.3111111111111111,0.00015374260754295397
269,269,269,30,0.36666666666666664,0.00010249507169530265
270,270,270,21,0.47619047619047616,7.174655018671185e-05
271,271,271,4,0.5,1.3666009559373686e-05
272,272,272,0,0.0,0.0
273,273,273,0,0.0,0.0
274,274,274,0,0.0,0.0
275,275,275,0,0.0,0.0
276,276,276,0,0.0,0.0
277,277,277,0,0.0,0.0
278,278,278,0,0.0,0.0
279,279,279,0,0.0,0.0
280,280,280,0,0.0,0.0
281,281,281,0,0.0,0.0
282,282,282,0,0.0,0.0
283,283,283,0,0.0,0.0
284,284,284,0,0.0,0.0
285,285,285,0,0.0,0.0
286,286,286,0,0.0,0.0
287,287,287,0,0.0,0.0
288,288,288,0,0.0,0.0
289,289,289,0,0.0,0.0
290,290,290,0,0.0,0.0
291,291,291,0,0.0,0.0
292,292,292,0,0.0,0.0
293,293,293,0,0.0,0.0
294,294,294,0,0.0,0.0
295,295,295,0,0.0,0.0
296,296,296,0,0.0,0.0
297,297,297,0,0.0,0.0
298,298,298,0,0.0,0.0
299,299,299,0,0.0,0.0
300,300,300,0,0.0,0.0
301,301,301,0,0.0,0.0
302,302,302,0,0.0,0.0
303,303,303,0,0.0,0.0
304,304,304,1,0.0,3.4165023898434215e-06
305,305,305,10,0.1,3.416502389843422e-05
306,306,306,26,0.07692307692307693,8.882906213592897e-05
307,307,307,25,0.12,8.541255974608554e-05
308,308,308,21,0.14285714285714285,7.174655018671185e-05
309,309,309,13,0.3076923076923077,4.4414531067964485e-05
310,310,310,10,0.3,3.416502389843422e-05
311,311,311,10,0.1,3.416502389843422e-05
312,312,312,15,0.0,5.1247535847651325e-05
313,313,313,22,0.0,7.516305257655528e-05
314,314,314,27,0.07407407407407407,9.224556452577238e-05
315,315,315,34,0.0,0.00011616108125467634
316,316,316,30,0.03333333333333333,0.00010249507169530265
317,317,317,48,0.041666666666666664,0.00016399211471248423
318,318,318,39,0.02564102564102564,0.00013324359320389343
319,319,319,85,0.03529411764705882,0.00029040270313669084
320,320,320,29,0.0,9.907856930545922e-05
321,321,321,11,0.09090909090909091,3.758152628827764e-05
322,322,322,0,0.0,0.0
323,323,323,0,0.0,0.0
324,324,324,0,0.0,0.0
325,325,325,0,0.0,0.0
326,326,326,0,0.0,0.0
327,327,327,0,0.0,0.0
328,328,328,0,0.0,0.0
329,329,329,1,0.0,3.4165023898434215e-06
330,330,330,19,0.0,6.491354540702501e-05
331,331,331,20,0.0,6.833004779686844e-05
332,332,332,39,0.02564102564102564,0.00013324359320389343
333,333,333,82,0.012195121951219513,0.0002801531959671606
334,334,334,56,0.08928571428571429,0.00019132413383123162
335,335,335,39,0.10256410256410256,0.00013324359320389343
336,336,336,85,0.09411764705882353,0.00029040270313669084
337,337,337,43,0.23255813953488372,0.00014690960276326714
338,338,338,59,0.3898305084745763,0.00020157364100076189
339,339,339,103,0.49514563106796117,0.00035189974615387244
340,340,340,88,0.48863636363636365,0.0003006522103062211
341,341,341,17,0.4117647058823529,5.808054062733817e-05
342,342,342,2,0.5,6.833004779686843e-06
343,343,343,0,0.0,0.0
344,344,344,0,0.0,0.0
345,345,345,0,0.0,0.0
346,346,346,0,0.0,0.0
347,347,347,0,0.0,0.0
348,348,348,0,0.0,0.0
349,349,349,0,0.0,0.0
350,350,350,0,0.0,0.0
351,351,351,0,0.0,0.0
352,352,352,0,0.0,0.0
353,353,353,0,0.0,0.0
354,354,354,0,0.0,0.0
355,355,355,0,0.0,0.0
356,356,356,0,0.0,0.0
357,357,357,0,0.0,0.0
358,358,358,0,0.0,0.0
359,359,359,0,0.0,0.0
360,360,360,0,0.0,0.0
361,361,361,0,0.0,0.0
362,362,362,0,0.0,0.0
363,363,363,0,0.0,0.0
364,364,364,0,0.0,0.0
365,365,365,0,0.0,0.0
366,366,366,0,0.0,0.0
367,367,367,0,0.0,0.0
368,368,368,0,0.0,0.0
369,369,369,0,0.0,0.0
370,370,370,0,0.0,0.0
371,371,371,0,0.0,0.0
372,372,372,0,0.0,0.0
373,373,373,1,0.0,3.4165023898434215e-06
374,374,374,0,0.0,0.0
375,375,375,9,0.0,3.074852150859079e-05
376,376,376,27,0.14814814814814814,9.224556452577238e-05
377,377,377,71,0.23943661971830985,0.00024257166967888295
378,378,378,67,0.47761194029850745,0.00022890566011950924
379,379,379,45,0.3111111111111111,0.00015374260754295397
380,380,380,43,0.4186046511627907,0.00014690960276326714
381,381,381,75,0.2,0.0002562376792382566
382,382,382,77,0.05194805194805195,0.0002630706840179435
383,383,383,104,0.0673076923076923,0.0003553162485437159
384,384,384,115,0.0782608695652174,0.0003928977748319935
385,385,385,50,0.08,0.0001708251194921711
386,386,386,25,0.04,8.541255974608554e-05
387,387,387,58,0.034482758620689655,0.00019815713861091845
388,388,388,75,0.10666666666666667,0.0002562376792382566
389,389,389,66,0.045454545454545456,0.00022548915772966583
390,390,390,39,0.07692307692307693,0.00013324359320389343
391,391,391,32,0.0625,0.00010932807647498949
392,392,392,13,0.0,4.4414531067964485e-05
393,393,393,1,0.0,3.4165023898434215e-06
394,394,394,0,0.0,0.0
395,395,395,0,0.0,0.0
396,396,396,0,0.0,0.0
397,397,397,0,0.0,0.0
398,398,398,0,0.0,0.0
399,399,399,0,0.0,0.0
400,400,400,1,0.0,3.4165023898434215e-06
401,401,401,22,0.09090909090909091,7.516305257655528e-05
402,402,402,41,0.07317073170731707,0.0001400765979835803
403,403,403,61,0.08196721311475409,0.0002084066457804487
404,404,404,121,0.049586776859504134,0.00041339678917105404
405,405,405,63,0.07936507936507936,0.00021523965056013556
406,406,406,38,0.05263157894736842,0.00012982709081405002
407,407,407,20,0.05,6.833004779686844e-05
408,408,408,21,0.09523809523809523,7.174655018671185e-05
409,409,409,14,0.35714285714285715,4.7831033457807905e-05
410,410,410,71,0.49295774647887325,0.00024257166967888295
411,411,411,106,0.44339622641509435,0.0003621492533234027
412,412,412,31,0.45161290322580644,0.00010591157408514608
413,413,413,18,0.3888888888888889,6.149704301718158e-05
414,414,414,17,0.058823529411764705,5.808054062733817e-05
415,415,415,4,0.0,1.3666009559373686e-05
416,416,416,1,1.0,3.4165023898434215e-06
417,417,417,0,0.0,0.0
418,418,418,0,0.0,0.0
419,419,419,0,0.0,0.0
420,420,420,0,0.0,0.0
421,421,421,0,0.0,0.0
422,422,422,0,0.0,0.0
423,423,423,0,0.0,0.0
424,424,424,0,0.0,0.0
425,425,425,0,0.0,0.0
426,426,426,0,0.0,0.0
427,427,427,0,0.0,0.0
428,428,428,0,0.0,0.0
429,429,429,0,0.0,0.0
430,430,430,0,0.0,0.0
431,431,431,0,0.0,0.0
432,432,432,0,0.0,0.0
433,433,433,0,0.0,0.0
434,434,434,0,0.0,0.0
435,435,435,0,0.0,0.0
436,436,436,0,0.0,0.0
437,437,437,0,0.0,0.0
438,438,438,0,0.0,0.0
439,439,439,0,0.0,0.0
440,440,440,0,0.0,0.0
441,441,441,0,0.0,0.0
442,442,442,0,0.0,0.0
443,443,443,0,0.0,0.0
444,444,444,1,0.0,3.4165023898434215e-06
445,445,445,3,0.3333333333333333,1.0249507169530265e-05
446,446,446,8,0.375,2.7332019118747372e-05
447,447,447,18,0.6111111111111112,6.149704301718158e-05
448,448,448,48,0.6041666666666666,0.00016399211471248423
449,449,449,57,0.5263157894736842,0.00019474063622107503
450,450,450,82,0.6341463414634146,0.0002801531959671606
451,451,451,155,0.5806451612903226,0.0005295578704257304
452,452,452,89,0.39325842696629215,0.00030406871269606455
453,453,453,83,0.30120481927710846,0.000283569698357004
454,454,454,96,0.11458333333333333,0.00032798422942496847
455,455,455,133,0.14285714285714285,0.0004543948178491751
456,456,456,70,0.17142857142857143,0.0002391551672890395
457,457,457,40,0.15,0.00013666009559373687
458,458,458,70,0.07142857142857142,0.0002391551672890395
459,459,459,79,0.02531645569620253,0.0002699036887976303
460,460,460,91,0.03296703296703297,0.0003109017174757514
461,461,461,40,0.05,0.00013666009559373687
462,462,462,61,0.04918032786885246,0.0002084066457804487
463,463,463,28,0.03571428571428571,9.566206691561581e-05
464,464,464,0,0.0,0.0
465,465,465,0,0.0,0.0
466,466,466,0,0.0,0.0
467,467,467,0,0.0,0.0
468,468,468,0,0.0,0.0
469,469,469,0,0.0,0.0
470,470,470,0,0.0,0.0
471,471,471,1,0.0,3.4165023898434215e-06
472,472,472,29,0.06896551724137931,9.907856930545922e-05
473,473,473,92,0.06521739130434782,0.0003143182198655948
474,474,474,65,0.046153846153846156,0.00022207265533982242
475,475,475,45,0.13333333333333333,0.00015374260754295397
476,476,476,78,0.3717948717948718,0.00026648718640778687
477,477,477,65,0.47692307692307695,0.00022207265533982242
478,478,478,17,0.47058823529411764,5.808054062733817e-05
479,479,479,33,0.18181818181818182,0.00011274457886483292
480,480,480,31,0.5161290322580645,0.00010591157408514608
481,481,481,70,0.6142857142857143,0.0002391551672890395
482,482,482,74,0.3783783783783784,0.0002528211768484132
483,483,483,81,0.4444444444444444,0.00027673669357731714
484,484,484,32,0.34375,0.00010932807647498949
485,485,485,55,0.18181818181818182,0.0001879076314413882
486,486,486,54,0.07407407407407407,0.00018449112905154477
487,487,487,32,0.0,0.00010932807647498949
488,488,488,0,0.0,0.0
489,489,489,0,0.0,0.0
490,490,490,0,0.0,0.0
491,491,491,0,0.0,0.0
492,492,492,0,0.0,0.0
493,493,493,0,0.0,0.0
494,494,494,0,0.0,0.0
495,495,495,0,0.0,0.0
496,496,496,0,0.0,0.0
497,497,497,0,0.0,0.0
498,498,498,0,0.0,0.0
499,499,499,0,0.0,0.0
500,500,500,0,0.0,0.0
501,501,501,0,0.0,0.0
502,502,502,0,0.0,0.0
503,503,503,0,0.0,0.0
504,504,504,0,0.0,0.0
505,505,505,0,0.0,0.0
506,506,506,0,0.0,0.0
507,507,507,0,0.0,0.0
508,508,508,0,0.0,0.0
509,509,509,0,0.0,0.0
510,510,510,0,0.0,0.0
511,511,511,0,0.0,0.0
512,512,512,0,0.0,0.0
513,513,513,0,0.0,0.0
514,514,514,0,0.0,0.0
515,515,515,0,0.0,0.0
516,516,516,2,0.0,6.833004779686843e-06
517,517,517,4,0.0,1.3666009559373686e-05
518,518,518,19,0.47368421052631576,6.491354540702501e-05
519,519,519,63,0.5873015873015873,0.00021523965056013556
520,520,520,67,0.5223880597014925,0.00022890566011950924
521,521,521,259,0.7297297297297297,0.0008848741189694462
522,522,522,194,0.654639175257732,0.0006628014636296238
523,523,523,96,0.59375,0.00032798422942496847
524,524,524,93,0.40860215053763443,0.0003177347222554382
525,525,525,103,0.23300970873786409,0.00035189974615387244
526,526,526,119,0.24369747899159663,0.00040656378439136716
527,527,527,94,0.32978723404255317,0.00032115122464528164
528,528,528,47,0.1702127659574468,0.00016057561232264082
529,529,529,41,0.2682926829268293,0.0001400765979835803
530,530,530,56,0.08928571428571429,0.00019132413383123162
531,531,531,50,0.06,0.0001708251194921711
532,532,532,33,0.030303030303030304,0.00011274457886483292
533,533,533,34,0.029411764705882353,0.00011616108125467634
534,534,534,19,0.05263157894736842,6.491354540702501e-05
535,535,535,1,0.0,3.4165023898434215e-06
536,536,536,11,0.0,3.758152628827764e-05
537,537,537,5,0.2,1.708251194921711e-05
538,538,538,0,0.0,0.0
539,539,539,0,0.0,0.0
540,540,540,0,0.0,0.0
541,541,541,0,0.0,0.0
542,542,542,0,0.0,0.0
543,543,543,22,0.0,7.516305257655528e-05
544,544,544,92,0.10869565217391304,0.0003143182198655948
545,545,545,104,0.28846153846153844,0.0003553162485437159
546,546,546,55,0.21818181818181817,0.0001879076314413882
547,547,547,80,0.4,0.00027332019118747375
548,548,548,113,0.4778761061946903,0.0003860647700523067
549,549,549,51,0.5882352941176471,0.0001742416218820145
550,550,550,74,0.5945945945945946,0.0002528211768484132
551,551,551,106,0.5754716981132075,0.0003621492533234027
552,552,552,139,0.4460431654676259,0.00047489383218823563
553,553,553,109,0.43119266055045874,0.00037239876049293297
554,554,554,55,0.32727272727272727,0.0001879076314413882
555,555,555,38,0.3157894736842105,0.00012982709081405002
556,556,556,45,0.1111111111111111,0.00015374260754295397
557,557,557,79,0.02531645569620253,0.0002699036887976303
558,558,558,36,0.0,0.00012299408603436317
559,559,559,21,0.0,7.174655018671185e-05
560,560,560,1,0.0,3.4165023898434215e-06
561,561,561,0,0.0,0.0
562,562,562,0,0.0,0.0
563,563,563,0,0.0,0.0
564,564,564,0,0.0,0.0
565,565,565,0,0.0,0.0
566,566,566,0,0.0,0.0
567,567,567,0,0.0,0.0
568,568,568,0,0.0,0.0
569,569,569,0,0.0,0.0
570,570,570,0,0.0,0.0
571,571,571,0,0.0,0.0
572,572,572,0,0.0,0.0
573,573,573,0,0.0,0.0
574,574,574,0,0.0,0.0
575,575,575,0,0.0,0.0
576,576,576,0,0.0,0.0
577,577,577,0,0.0,0.0
578,578,578,0,0.0,0.0
579,579,579,0,0.0,0.0
580,580,580,0,0.0,0.0
581,581,581,0,0.0,0.0
582,582,582,0,0.0,0.0
583,583,583,0,0.0,0.0
584,584,584,0,0.0,0.0
585,585,585,0,0.0,0.0
586,586,586,2,0.5,6.833004779686843e-06
587,587,587,4,0.0,1.3666009559373686e-05
588,588,588,10,0.3,3.416502389843422e-05
589,589,589,32,0.6875,0.00010932807647498949
590,590,590,84,0.6785714285714286,0.0002869862007468474
591,591,591,136,0.7426470588235294,0.00046464432501870537
592,592,592,269,0.79182156133829,0.0009190391428678805
593,593,593,114,0.5087719298245614,0.00038948127244215006
594,594,594,89,0.5842696629213483,0.00030406871269606455
595,595,595,85,0.25882352941176473,0.00029040270313669084
596,596,596,100,0.32,0.0003416502389843422
597,597,597,184,0.32065217391304346,0.0006286364397311896
598,598,598,117,0.3076923076923077,0.00039973077961168033
599,599,599,121,0.30578512396694213,0.00041339678917105404
600,600,600,105,0.3904761904761905,0.00035873275093355927
601,601,601,83,0.25301204819277107,0.000283569698357004
602,602,602,43,0.20930232558139536,0.00014690960276326714
603,603,603,27,0.037037037037037035,9.224556452577238e-05
604,604,604,43,0.023255813953488372,0.00014690960276326714
605,605,605,14,0.2857142857142857,4.7831033457807905e-05
606,606,606,12,0.08333333333333333,4.099802867812106e-05
607,607,607,28,0.03571428571428571,9.566206691561581e-05
608,608,608,27,0.07407407407407407,9.224556452577238e-05
609,609,609,5,0.0,1.708251194921711e-05
610,610,610,0,0.0,0.0
611,611,611,0,0.0,0.0
612,612,612,0,0.0,0.0
613,613,613,0,0.0,0.0
614,614,614,5,0.0,1.708251194921711e-05
615,615,615,43,0.046511627906976744,0.00014690960276326714
616,616,616,102,0.28431372549019607,0.000348483243764029
617,617,617,75,0.37333333333333335,0.0002562376792382566
618,618,618,115,0.6434782608695652,0.0003928977748319935
619,619,619,167,0.6347305389221557,0.0005705558991038514
620,620,620,221,0.7737556561085973,0.0007550470281553962
621,621,621,270,0.674074074074074,0.0009224556452577239
622,622,622,156,0.532051282051282,0.0005329743728155737
623,623,623,171,0.3742690058479532,0.0005842219086632251
624,624,624,86,0.19767441860465115,0.0002938192055265343
625,625,625,11,0.0,3.758152628827764e-05
626,626,626,16,0.25,5.4664038237494744e-05
627,627,627,23,0.0,7.85795549663987e-05
628,628,628,35,0.02857142857142857,0.00011957758364451976
629,629,629,50,0.02,0.0001708251194921711
630,630,630,51,0.0196078431372549,0.0001742416218820145
631,631,631,3,0.0,1.0249507169530265e-05
632,632,632,0,0.0,0.0
633,633,633,0,0.0,0.0
634,634,634,0,0.0,0.0
635,635,635,0,0.0,0.0
636,636,636,0,0.0,0.0
637,637,637,0,0.0,0.0
638,638,638,0,0.0,0.0
639,639,639,0,0.0,0.0
640,640,640,0,0.0,0.0
641,641,641,0,0.0,0.0
642,642,642,0,0.0,0.0
643,643,643,0,0.0,0.0
644,644,644,0,0.0,0.0
645,645,645,0,0.0,0.0
646,646,646,0,0.0,0.0
647,647,647,0,0.0,0.0
648,648,648,0,0.0,0.0
649,649,649,0,0.0,0.0
650,650,650,0,0.0,0.0
651,651,651,0,0.0,0.0
652,652,652,0,0.0,0.0
653,653,653,0,0.0,0.0
654,654,654,0,0.0,0.0
655,655,655,0,0.0,0.0
656,656,656,2,0.5,6.833004779686843e-06
657,657,657,3,0.3333333333333333,1.0249507169530265e-05
658,658,658,11,0.36363636363636365,3.758152628827764e-05
659,659,659,42,0.5476190476190477,0.0001434931003734237
660,660,660,28,0.6785714285714286,9.566206691561581e-05
661,661,661,82,0.6951219512195121,0.0002801531959671606
662,662,662,73,0.6986301369863014,0.0002494046744585698
663,663,663,101,0.693069306930693,0.0003450667413741856
664,664,664,69,0.391304347826087,0.0002357386648991961
665,665,665,41,0.3902439024390244,0.0001400765979835803
666,666,666,32,0.34375,0.00010932807647498949
667,667,667,97,0.5154639175257731,0.0003314007318148119
668,668,668,138,0.36231884057971014,0.0004714773297983922
669,669,669,158,0.5759493670886076,0.0005398073775952606
670,670,670,123,0.4878048780487805,0.00042022979395074086
671,671,671,136,0.5955882352941176,0.00046464432501870537
672,672,672,135,0.45185185185185184,0.00046122782262886193
673,673,673,80,0.375,0.00027332019118747375
674,674,674,31,0.22580645161290322,0.00010591157408514608
675,675,675,30,0.03333333333333333,0.00010249507169530265
676,676,676,45,0.2222222222222222,0.00015374260754295397
677,677,677,68,0.3382352941176471,0.00023232216250935268
678,678,678,34,0.14705882352941177,0.00011616108125467634
679,679,679,16,0.0,5.4664038237494744e-05
680,680,680,11,0.09090909090909091,3.758152628827764e-05
681,681,681,6,0.16666666666666666,2.049901433906053e-05
682,682,682,14,0.14285714285714285,4.7831033457807905e-05
683,683,683,19,0.0,6.491354540702501e-05
684,684,684,12,0.0,4.099802867812106e-05
685,685,685,5,0.0,1.708251194921711e-05
686,686,686,9,0.1111111111111111,3.074852150859079e-05
687,687,687,31,0.1935483870967742,0.00010591157408514608
688,688,688,75,0.36,0.0002562376792382566
689,689,689,108,0.6759259259259259,0.00036898225810308953
690,690,690,226,0.7699115044247787,0.0007721295401046134
691,691,691,359,0.7827298050139275,0.0012265243579537885
692,692,692,223,0.7174887892376681,0.0007618800329350831
693,693,693,177,0.4689265536723164,0.0006047209230022856
694,694,694,223,0.34080717488789236,0.0007618800329350831
695,695,695,135,0.17777777777777778,0.00046122782262886193
696,696,696,48,0.08333333333333333,0.00016399211471248423
697,697,697,6,0.16666666666666666,2.049901433906053e-05
698,698,698,27,0.0,9.224556452577238e-05
699,699,699,42,0.11904761904761904,0.0001434931003734237
